step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
328,PAYMENT,13853.01,C308258255,42002,28148.99,M1892485583,0,0,0,0
328,PAYMENT,26018.47,C259942653,68914,42895.53,M1908415981,0,0,0,0
328,CASH_OUT,22281.24,C1154182358,0,0,C1371961407,806898.01,829179.25,0,0
328,CASH_OUT,57410.72,C1996846417,0,0,C2143111082,1043215.12,1100625.84,0,0
328,CASH_OUT,171320.85,C2004549641,0,0,C514542977,353986.12,525306.96,0,0
328,DEBIT,30872.17,C2122791026,21685,0,C1915509689,803557.12,834429.29,0,0
328,CASH_IN,297646.96,C1103729706,3091894.47,3389541.42,C1334963584,2979799.09,2682152.13,0,0
328,CASH_OUT,190072.14,C1431605709,0,0,C1248454973,406448.03,596520.17,0,0
328,TRANSFER,10000000,C478934975,186760,0,C49824868,278363.17,13805505.99,0,0
328,CASH_IN,280015.67,C850611425,2641538.82,2921554.49,C58849345,5616051.24,5336035.57,0,0
328,PAYMENT,17498.42,C379991085,343,0,M928736319,0,0,0,0
328,CASH_IN,333901.58,C2071715329,1867402.04,2201303.62,C135640250,1059133.63,725232.05,0,0
328,CASH_IN,134026.19,C1805492501,3553889.91,3687916.1,C130983976,360634,226607.81,0,0
328,CASH_IN,231078.07,C886345979,209930,441008.07,C1548512809,89364.25,0,0,0
328,CASH_IN,159082.17,C2085602166,3074065.76,3233147.93,C1044132613,1740854.79,1581772.62,0,0
328,CASH_OUT,104324.35,C1054900181,2542,0,C392329634,263222.35,367546.7,0,0
328,PAYMENT,8486.18,C172293288,0,0,M946593902,0,0,0,0
328,TRANSFER,7990838.83,C877284274,0,0,C167099168,10380719.15,18371557.98,0,0
328,PAYMENT,29747.26,C249789284,0,0,M754257369,0,0,0,0
328,CASH_OUT,545146.76,C80985196,0,0,C187064096,13576089.22,14121235.98,0,0
328,PAYMENT,12348.49,C145477177,85329.07,72980.58,M1627275970,0,0,0,0
329,PAYMENT,673.69,C1255266281,55161.81,54488.12,M1891755995,0,0,0,0
329,CASH_OUT,226879.35,C1702468673,10443,0,C499614491,1269160.23,1496039.58,0,0
329,PAYMENT,46800.68,C1817739724,21750,0,M1610346936,0,0,0,0
329,CASH_OUT,18036.19,C2102619318,55097,37060.81,C1866391567,18427.05,36463.23,0,0
329,CASH_OUT,149700.18,C1119428558,29821,0,C976464731,128997.42,278697.6,0,0
329,CASH_OUT,11805.64,C1496379010,0,0,C1380639874,197953.21,209758.85,0,0
329,CASH_OUT,111261.38,C1656206825,158,0,C1280734189,3481514.1,3592775.48,0,0
329,CASH_OUT,180920.32,C1477068961,0,0,C257236838,688427.98,869348.3,0,0
329,CASH_OUT,281740.52,C844055907,24936,0,C477846612,30296.3,312036.83,0,0
329,CASH_IN,273380.22,C932494702,9045,282425.22,C559767798,1585097.88,1311717.66,0,0
329,PAYMENT,6008.26,C324438948,41332,35323.74,M989988512,0,0,0,0
329,PAYMENT,22504.84,C1747419162,0,0,M2118018719,0,0,0,0
329,CASH_OUT,10938.23,C1685151511,0,0,C769290468,42283.48,53221.71,0,0
329,CASH_OUT,140873.09,C1231595782,0,0,C474134494,912140.96,1053014.06,0,0
329,CASH_OUT,120326.52,C843726737,0,0,C847550242,560690.23,681016.75,0,0
329,CASH_OUT,309144.51,C371173764,292784,0,C1930961649,0,309144.51,0,0
329,CASH_OUT,197175.96,C875240756,0,0,C1132718584,794182.8,991358.76,0,0
329,CASH_OUT,298936.93,C511248681,0,0,C494562239,2434031.69,2732968.61,0,0
329,CASH_IN,198030.28,C1617040468,2792587.9,2990618.18,C1544490416,6734891.89,6536861.61,0,0
329,CASH_OUT,370473.65,C583193831,143964.03,0,C327228887,2376992.72,2747466.37,0,0
329,CASH_OUT,125986.87,C1686206812,0,0,C1260767597,418443.88,544430.74,0,0
329,CASH_IN,32698.15,C596901262,20296,52994.15,C1872935000,558171.44,525473.29,0,0
329,CASH_IN,200927.06,C921784317,53237,254164.06,C1675319592,60502.11,73653.94,0,0
329,CASH_OUT,384172.46,C134978937,30379,0,C654780000,0,384172.46,0,0
329,CASH_OUT,336445.45,C1289189233,168951,0,C1171262695,1754430.71,2090876.17,0,0
329,CASH_OUT,144953.67,C482939800,0,0,C1411534961,1309232.59,1454186.26,0,0
329,CASH_IN,90157.62,C788785486,394430,484587.62,C550600264,2815691.88,2725534.26,0,0
329,CASH_OUT,262555.93,C849818031,0,0,C1129840609,2511940.71,2615090.91,0,0
329,TRANSFER,2338884.65,C1529038955,0,0,C681338524,4067421.08,6406305.73,0,0
329,PAYMENT,15509.19,C1072803113,0,0,M1911039000,0,0,0,0
329,CASH_OUT,177215.74,C1406845618,0,0,C1599245570,1743346.9,1920562.64,0,0
329,CASH_OUT,289882.52,C311973762,4371,0,C766345224,0,289882.52,0,0
329,TRANSFER,136509.8,C549051286,0,0,C1894350192,1126401.09,1262910.9,0,0
329,PAYMENT,19398.98,C311680772,165833.47,146434.48,M2032326400,0,0,0,0
329,CASH_OUT,302709.75,C2055789788,100714,0,C90644073,270671.2,573380.94,0,0
329,CASH_OUT,20937.64,C1499755104,0,0,C154235958,166560.59,187498.23,0,0
329,PAYMENT,24234.86,C1539543411,146871.16,122636.31,M452220931,0,0,0,0
329,CASH_IN,42168.62,C1869697275,3356516.61,3398685.22,C912744469,244282.22,202113.61,0,0
329,CASH_OUT,262845.29,C1294770260,0,0,C932546330,456661.25,719506.54,0,0
329,TRANSFER,503091.22,C1568740583,0,0,C1224577054,766738.14,1269829.36,0,0
329,CASH_OUT,173481.99,C1164205684,183,0,C2026826886,0,173481.99,0,0
329,PAYMENT,32412.22,C578521930,37545,5132.78,M1211126741,0,0,0,0
329,CASH_IN,302494.72,C796655727,5915889.88,6218384.6,C1647967894,4254072.66,3951577.94,0,0
329,PAYMENT,18668.57,C1655795120,0,0,M985170855,0,0,0,0
329,CASH_OUT,74818.49,C2012658246,42592,0,C548693307,132312.42,207130.91,0,0
329,PAYMENT,25549.06,C1089548643,0,0,M486129708,0,0,0,0
329,CASH_OUT,26567.83,C1308143026,0,0,C1712201351,5010412.64,5036980.47,0,0
329,CASH_IN,517421.97,C441925127,16220731.95,16738153.92,C1578539085,1961116.37,1443694.4,0,0
329,CASH_IN,108745.36,C842207337,24787026.25,24895771.61,C1042805845,149241.69,427751.07,0,0
329,CASH_IN,324069.92,C122811315,3545,327614.92,C1335439437,0,0,0,0
329,CASH_OUT,113537.3,C2031041127,20851,0,C735406499,1610142.07,1723679.36,0,0
329,PAYMENT,6503.26,C527482922,337125.63,330622.37,M921742788,0,0,0,0
329,CASH_IN,95787.09,C12674062,3991169.69,4086956.79,C2086748780,2429770.61,2333983.52,0,0
329,CASH_OUT,226174.87,C1607559550,0,0,C1245744760,585556.61,811731.48,0,0
330,CASH_IN,62488.31,C13540682,4673137.17,4735625.48,C293961965,370882.23,403822.4,0,0
330,PAYMENT,12967.23,C1775862571,173105.99,160138.77,M974543987,0,0,0,0
330,PAYMENT,4843.35,C1469690620,39236.19,34392.84,M1650134225,0,0,0,0
330,CASH_OUT,67382.52,C532375580,0,0,C1050029457,752695.05,820077.57,0,0
330,CASH_IN,181435.71,C1830029701,4545571.11,4727006.82,C1986290942,1367533.21,1186097.5,0,0
330,CASH_OUT,246066.1,C313672323,1441,0,C854781047,0,246066.1,0,0
330,PAYMENT,7374.99,C777493677,305970,298595.01,M2062581691,0,0,0,0
330,CASH_IN,48150.43,C1915988965,25502,73652.43,C1480127276,0,0,0,0
330,CASH_OUT,188331.58,C1159452562,20024,0,C1840848493,0,188331.58,0,0
330,CASH_OUT,321315.18,C1961906818,1149,0,C212430494,55986.56,377301.75,0,0
330,CASH_OUT,50358.25,C1718334824,23195,0,C22920718,0,50358.25,0,0
330,CASH_OUT,530139.9,C1226663603,0,0,C691060208,867028.78,1397168.68,0,0
330,PAYMENT,5050.13,C399595988,0,0,M398462272,0,0,0,0
330,PAYMENT,12384.32,C2126355570,321,0,M5792881,0,0,0,0
330,CASH_IN,251138.82,C954150516,71445,322583.82,C418739937,0,0,0,0
330,PAYMENT,3265.79,C1574310614,0,0,M1939830621,0,0,0,0
330,CASH_IN,222757.48,C1892208404,4954314.69,5177072.17,C1630395094,315639.38,92881.9,0,0
330,CASH_IN,26181.02,C1543572560,11528,37709.02,C1557241468,0,0,0,0
330,TRANSFER,2791469.67,C304747076,0,0,C1852320864,6245309.65,9036779.31,0,0
330,CASH_OUT,27741.99,C27225204,32623,4881.01,C1717118065,353642.97,381384.96,0,0
330,CASH_IN,448163.02,C1428602017,547103.29,995266.3,C805638151,4412756.46,3964593.45,0,0
330,TRANSFER,541603.82,C1892050128,0,0,C1240805805,4492778.67,5034382.49,0,0
330,CASH_IN,68627.51,C327757307,256148,324775.51,C1779741678,173317.17,104689.67,0,0
330,CASH_IN,104859.77,C893668478,29763,134622.77,C1580905451,31816.6,0,0,0
330,CASH_IN,242763.92,C1732341787,1477,244240.92,C1738373654,290094.43,47330.51,0,0
330,CASH_OUT,427991.14,C1226332707,22753,0,C1537155401,539221.62,967212.76,0,0
330,CASH_OUT,208207.68,C552827110,0,0,C648823625,491135.21,699342.89,0,0
330,CASH_IN,180647.35,C35661708,952,181599.35,C77635419,3989249.8,3808602.45,0,0
330,CASH_OUT,347759.27,C1470445795,404556,56796.73,C894772579,611023.97,958783.24,0,0
330,PAYMENT,19980.92,C21156104,0,0,M1253353582,0,0,0,0
330,CASH_IN,153497.44,C285310379,2305097.62,2458595.07,C1724304617,1033300.34,879802.9,0,0
330,CASH_OUT,65447.41,C2139249490,0,0,C1647629301,2055415.53,2120862.94,0,0
330,CASH_OUT,43585.19,C695916536,0,0,C368418818,677633.66,721218.85,0,0
330,PAYMENT,8527.24,C1082408311,0,0,M2017022171,0,0,0,0
330,PAYMENT,4635.33,C580839774,41005,36369.67,M450937406,0,0,0,0
330,PAYMENT,7901.29,C536951382,0,0,M1541972760,0,0,0,0
330,CASH_OUT,156680.15,C72105569,0,0,C26687443,332365.93,489046.07,0,0
330,PAYMENT,22238.06,C1585907451,151714,129475.94,M1219108637,0,0,0,0
330,PAYMENT,1556.35,C757377126,190,0,M855847973,0,0,0,0
330,CASH_OUT,179039.65,C1679249416,72788,0,C1857816734,0,179039.65,0,0
330,CASH_OUT,254805.8,C346538100,0,0,C547351195,561425.64,816231.44,0,0
330,TRANSFER,3579158.94,C996462485,0,0,C1296028762,13736633.79,17315792.73,0,0
330,PAYMENT,3859.77,C1758098001,46659,42799.23,M2116524944,0,0,0,0
330,CASH_IN,428479.18,C1123717124,0,428479.18,C883297995,4093514.14,3665034.96,0,0
330,CASH_OUT,33118.32,C2131413648,0,0,C1799808958,47001.69,80120.01,0,0
330,CASH_IN,34606.97,C1376996529,8791678.56,8826285.53,C258510810,539925.68,505318.71,0,0
330,CASH_OUT,154915.95,C488351272,0,0,C1734123169,484135.29,639051.24,0,0
330,CASH_OUT,204395.27,C1741528348,13063,0,C478517827,0,204395.27,0,0
330,PAYMENT,4811.45,C1172381077,979,0,M1831587876,0,0,0,0
330,CASH_IN,291474.59,C1889840987,101313,392787.59,C1295481147,0,0,0,0
330,PAYMENT,22754.45,C1866701973,0,0,M1992598299,0,0,0,0
330,PAYMENT,11884.27,C444893973,0,0,M876433885,0,0,0,0
330,CASH_OUT,110948.05,C1191996316,0,0,C105805989,7179245.44,7290193.49,0,0
330,CASH_OUT,469484.13,C1844844609,549673,80188.87,C326632000,91692.86,561176.99,0,0
331,CASH_OUT,42172.12,C1785041720,114487,72314.88,C433899304,179979.43,222151.55,0,0
331,CASH_OUT,75911.66,C1831529088,0,0,C1378993416,355485.39,431397.05,0,0
331,CASH_OUT,143884.51,C576606616,8004,0,C666781495,196487.83,340372.34,0,0
331,CASH_IN,85392.04,C2075347412,4532571.41,4617963.45,C1475619669,855051.86,769659.82,0,0
331,CASH_OUT,154446.83,C215157604,0,0,C1687390049,165690.74,320137.57,0,0
331,PAYMENT,6651.79,C86138859,11696,5044.21,M205744387,0,0,0,0
331,PAYMENT,8181.6,C1944562839,19958,11776.4,M1300902774,0,0,0,0
331,CASH_OUT,104645.05,C286882656,0,0,C2059208514,2519498.23,2624143.28,0,0
331,PAYMENT,18406.81,C2077841145,0,0,M646647721,0,0,0,0
331,PAYMENT,3309.29,C622403341,51674.53,48365.24,M1124033734,0,0,0,0
331,CASH_IN,16306.59,C1249979415,19645,35951.59,C831349412,267879.85,251573.26,0,0
331,PAYMENT,4894.59,C120818075,136978,132083.41,M501409512,0,0,0,0
331,CASH_OUT,15937.88,C1512686114,0,0,C200335907,24859.24,40797.12,0,0
331,PAYMENT,19549.86,C1164160395,0,0,M102548093,0,0,0,0
331,PAYMENT,834.82,C1008708601,21166,20331.18,M1980090358,0,0,0,0
331,CASH_IN,2769.81,C2029975635,9458507.92,9461277.73,C1160810747,742553.84,739784.03,0,0
331,CASH_IN,102701.04,C1808936421,25722654.88,25825355.92,C1375994385,1887030.96,1784329.92,0,0
331,CASH_IN,53191.33,C952058471,814948.33,868139.66,C108722884,159442.32,106250.98,0,0
331,CASH_OUT,189602.31,C1705696083,0,0,C785248013,334768.9,524371.21,0,0
331,CASH_OUT,45973.1,C2017961862,0,0,C285750444,6852053.98,6898027.08,0,0
331,CASH_OUT,134091.66,C141525278,0,0,C1341765262,300187.12,355258.39,0,0
331,CASH_OUT,38799.54,C747195400,0,0,C385765313,2643054.77,2681854.3,0,0
331,PAYMENT,21593.2,C2126676027,10898,0,M881546976,0,0,0,0
331,CASH_IN,369626,C254375422,513313.4,882939.4,C2064641933,438339.36,68713.36,0,0
331,PAYMENT,6824.43,C1346940467,195878.24,189053.81,M2134177271,0,0,0,0
331,CASH_IN,168072.02,C1143123093,57678,225750.02,C1871806347,2725593.77,2557521.75,0,0
331,CASH_OUT,514578.58,C1094912346,9282,0,C1845634273,70434.87,449798.67,0,0
331,TRANSFER,668851.83,C1962794890,9581.53,0,C724240442,1771138.64,2439990.47,0,0
331,CASH_OUT,258869.41,C230560772,10606,0,C158531588,3234997.64,3493867.05,0,0
331,CASH_OUT,104926.32,C406054246,0,0,C1750349414,199948.04,304874.36,0,0
331,CASH_OUT,105748.76,C854152671,0,0,C1936598190,6488435.28,6594184.04,0,0
331,CASH_OUT,645424.03,C1177802561,0,0,C2013369672,1874839.14,2520263.18,0,0
331,CASH_OUT,195553.46,C906867285,21200,0,C703747125,0,195553.46,0,0
331,CASH_OUT,275657.64,C1545136232,32227,0,C1828101080,0,275657.64,0,0
331,CASH_OUT,67227.9,C1727199318,0,0,C2138416578,4892942.88,4960170.79,0,0
331,PAYMENT,3381,C472087066,0,0,M1507202659,0,0,0,0
331,CASH_IN,134098.84,C336849371,97082,231180.84,C1349702490,0,0,0,0
331,PAYMENT,27859.12,C475877644,116152.58,88293.46,M1439792957,0,0,0,0
331,PAYMENT,13436.89,C308602925,0,0,M42124072,0,0,0,0
331,CASH_OUT,266426.32,C1188041642,422,0,C1195406297,0,239562.92,0,0
331,PAYMENT,7936.1,C1898442022,54474,46537.9,M1082949918,0,0,0,0
331,CASH_OUT,98988.73,C1523591042,0,0,C1355706409,1807011.98,1906000.7,0,0
331,PAYMENT,29846.8,C741099810,43018,13171.2,M1945678078,0,0,0,0
331,PAYMENT,10035.37,C494131124,45749,35713.63,M243581316,0,0,0,0
331,CASH_OUT,100022.82,C206337045,0,0,C2134946655,4358518.84,4458541.66,0,0
331,PAYMENT,7720.27,C854782169,0,0,M838675712,0,0,0,0
331,TRANSFER,340978.46,C1137213,0,0,C779022502,1754177.53,2095155.99,0,0
331,CASH_OUT,68315.93,C1154828822,0,0,C1855003683,309519.69,377835.63,0,0
331,CASH_IN,356356.63,C1553154453,9456015.48,9812372.11,C1766441797,927655.79,571299.17,0,0
331,CASH_OUT,146084.63,C391110518,9250,0,C730842128,226920.48,373005.11,0,0
331,CASH_OUT,36951.42,C308106094,5074,0,C1167726872,1747667.62,1784619.04,0,0
331,TRANSFER,414492.68,C411688043,0,0,C754887543,11370086.72,11784579.4,0,0
331,PAYMENT,5746.08,C1172077612,0,0,M762344842,0,0,0,0
331,CASH_IN,253072.64,C890020552,2719278.54,2972351.18,C1969889483,1780893.27,1527820.63,0,0
331,PAYMENT,2651.95,C865191399,15502,12850.05,M1501863994,0,0,0,0
331,CASH_IN,222496.01,C2075231624,0,222496.01,C2050901824,14426450.34,14203954.33,0,0
331,CASH_OUT,184217.86,C1340057959,0,0,C1663120353,303522.57,487740.43,0,0
331,PAYMENT,17841.2,C1388656148,287193,269351.8,M2079057954,0,0,0,0
331,PAYMENT,19010.74,C285247969,51131,32120.26,M1832904995,0,0,0,0
331,CASH_OUT,67244.3,C265072290,10713,0,C317060502,96477.78,163722.09,0,0
331,CASH_OUT,453650.88,C1185941345,0,0,C1725844267,598274.38,1051925.26,0,0
331,PAYMENT,32479.46,C487175028,0,0,M903479084,0,0,0,0
331,CASH_OUT,229062.32,C821092520,382589,153526.68,C114590199,2701184.34,2930246.66,0,0
331,PAYMENT,17327.66,C1111137929,89444,72116.34,M1207136346,0,0,0,0
331,CASH_OUT,312844.8,C1059009359,0,0,C90176752,893240.77,1206085.58,0,0
331,CASH_IN,194046.09,C968921649,123836,317882.09,C625176392,204314.84,10268.75,0,0
331,CASH_OUT,49872.22,C1429410532,21381,0,C263739067,71537.99,121410.21,0,0
331,CASH_OUT,483491.31,C482369471,0,0,C2077938999,5511071.05,5994562.37,0,0
331,CASH_OUT,68218.49,C714577812,496547,428328.51,C1373159353,835954.24,904172.73,0,0
332,CASH_IN,10149.73,C1006055310,19099773.43,19109923.16,C2046196151,1239581.13,1229431.4,0,0
332,PAYMENT,10536.93,C1224201973,346261,335724.07,M1511530162,0,0,0,0
332,PAYMENT,2393.59,C196065361,0,0,M64514828,0,0,0,0
332,PAYMENT,1964.67,C1059974312,54064,52099.33,M1233188886,0,0,0,0
332,PAYMENT,26563.57,C1891020095,0,0,M291955648,0,0,0,0
332,CASH_IN,343097.03,C567299146,2196745.64,2539842.68,C1927472125,704124.83,361027.79,0,0
332,PAYMENT,11606.94,C1527430285,256612.81,245005.87,M392070269,0,0,0,0
332,PAYMENT,17851.25,C1718376253,0,0,M1703997821,0,0,0,0
332,TRANSFER,133818.93,C1948879664,222753.51,88934.58,C652155216,865764.15,999583.08,0,0
332,TRANSFER,667939.81,C461523257,155,0,C1928720922,5150852.53,5818792.34,0,0
332,CASH_OUT,66012.19,C856524107,0,0,C741392137,208010.36,274022.55,0,0
332,PAYMENT,20702.53,C847319441,0,0,M473763626,0,0,0,0
332,PAYMENT,1419.87,C1448705300,49797,48377.13,M599028919,0,0,0,0
332,CASH_IN,48280.14,C1111236226,2352595.06,2400875.2,C918688279,280017.05,231736.91,0,0
332,DEBIT,3544.76,C1809793185,437,0,C410980217,177907.8,181452.56,0,0
332,CASH_IN,128926.29,C971529030,18363013.49,18491939.78,C222669322,6129607.12,6000680.83,0,0
332,TRANSFER,127492.2,C1528148187,11481,0,C248021980,0,127492.2,0,0
332,PAYMENT,10676.35,C1548497643,51614,40937.65,M1648852257,0,0,0,0
332,CASH_IN,180495.8,C440354920,394240.61,574736.41,C405178736,2051511,1871015.2,0,0
332,CASH_IN,34021.86,C1175200725,7716840.61,7750862.47,C1332984877,688502.06,654480.2,0,0
332,PAYMENT,15329.92,C1371713804,19333.33,4003.41,M646360193,0,0,0,0
332,PAYMENT,4444.6,C1346594698,22458,18013.4,M1215952512,0,0,0,0
332,TRANSFER,317155.02,C609825760,0,0,C591812903,2279953.75,2597108.77,0,0
332,CASH_OUT,122264.39,C2076418493,10855,0,C1674603760,0,122264.39,0,0
332,CASH_IN,225316.01,C347774021,6282567.77,6507883.78,C1389012378,3788263.71,3562947.7,0,0
332,PAYMENT,5403.46,C1284527080,9406,4002.54,M413676895,0,0,0,0
332,CASH_OUT,85870.91,C1152760587,4064,0,C1903299076,17740596.16,17826467.06,0,0
332,CASH_OUT,169358.01,C675109828,0,0,C1465570763,393422.69,562780.7,0,0
332,PAYMENT,21782.81,C809704670,0,0,M1471832722,0,0,0,0
332,PAYMENT,11017.56,C658013725,4513,0,M403227403,0,0,0,0
332,PAYMENT,1990.24,C1264483086,60193,58202.76,M47183897,0,0,0,0
332,PAYMENT,10305.22,C1452314164,100254,89948.78,M468606202,0,0,0,0
332,PAYMENT,16466.28,C826426742,648577.97,632111.69,M212417357,0,0,0,0
332,CASH_OUT,103852.22,C298639842,0,0,C640405240,369027.59,472879.81,0,0
332,CASH_OUT,88552,C224682706,0,0,C369543230,633165.83,721717.83,0,0
332,CASH_IN,372126.04,C241574209,313819,685945.04,C1818628588,0,0,0,0
332,PAYMENT,9590.1,C1232007111,648812,639221.9,M3402094,0,0,0,0
332,PAYMENT,16178.61,C856424879,321.08,0,M435984676,0,0,0,0
332,CASH_OUT,78144.08,C1809143580,0,0,C1994873051,207475.3,285619.38,0,0
332,PAYMENT,23149.81,C263394150,0,0,M1452855549,0,0,0,0
332,PAYMENT,26071.95,C373204583,0,0,M30516307,0,0,0,0
332,CASH_OUT,155215.76,C702441589,248771,93555.24,C2006452325,137311.36,292527.11,0,0
332,CASH_OUT,155779.23,C98033948,72337,0,C1934533266,151122.59,306901.82,0,0
332,TRANSFER,862102.48,C2132923263,0,0,C1579093907,2453268.68,3315371.16,0,0
332,CASH_OUT,51591.12,C145122449,0,0,C2135771912,12519906.7,12571497.83,0,0
332,CASH_IN,15449.77,C872647910,29954,45403.77,C2010468153,1303078.42,1287628.65,0,0
332,TRANSFER,615881.19,C1840305524,0,0,C846128142,1143093.67,1758974.86,0,0
332,CASH_OUT,243545.6,C894903805,0,0,C1413894242,647616.55,891162.15,0,0
332,CASH_IN,708.12,C1108867090,184,892.12,C2002234178,0,0,0,0
332,CASH_OUT,119565.12,C1295435816,325718.57,206153.45,C1096260667,1076254.58,1195819.7,0,0
332,CASH_OUT,33351.72,C576192053,247,0,C165525345,303942.96,337294.68,0,0
332,CASH_OUT,54796.48,C1627764919,0,0,C43609612,602256.95,657053.43,0,0
332,PAYMENT,18865.26,C1851796842,0,0,M1001791388,0,0,0,0
332,PAYMENT,9448.88,C2128860362,16,0,M1082930988,0,0,0,0
332,TRANSFER,516631.35,C972972640,0,0,C1035093585,1942121.13,2458752.48,0,0
332,PAYMENT,20001.37,C1281572447,0,0,M355808815,0,0,0,0
332,CASH_OUT,111899.97,C1054463979,0,0,C947887398,463710.74,575610.71,0,0
333,PAYMENT,521.51,C1153522684,20211,19689.49,M2078621127,0,0,0,0
333,CASH_IN,385344.53,C192295333,4157816.84,4543161.38,C1137200061,3646391.51,3261046.98,0,0
333,PAYMENT,3962.55,C1331717572,31427,27464.45,M362550401,0,0,0,0
333,CASH_OUT,16503.2,C385562276,11337,0,C1450063458,0,16503.2,0,0
333,CASH_IN,142382.69,C1681878747,5343657.91,5486040.61,C306713653,384638.38,242255.69,0,0
333,CASH_OUT,10788.91,C1566914999,0,0,C2105060843,2765048.27,2775837.17,0,0
333,CASH_IN,266477.27,C1929706996,33254,299731.27,C37649658,1334087.96,1067610.7,0,0
333,CASH_OUT,116034.46,C1071358656,0,0,C498757249,1385049.99,1501084.45,0,0
333,TRANSFER,1867192.69,C1800828613,0,0,C393379140,10526347.41,12393540.1,0,0
333,CASH_OUT,209414.51,C361609139,24432.57,0,C1655740002,1940099.78,2149514.28,0,0
333,TRANSFER,1043950.44,C883231417,0,0,C731293531,1619734.36,2663684.8,0,0
333,CASH_OUT,39529.97,C1534512888,277288,237758.03,C297206521,154187.96,193717.93,0,0
333,PAYMENT,26876.67,C300049676,107016,80139.33,M2135896154,0,0,0,0
333,TRANSFER,1988538.62,C1155991927,0,0,C1814407067,2637867.02,4626405.64,0,0
333,CASH_IN,225911.27,C469358626,7653854.66,7879765.92,C970298097,1468176.95,1242265.68,0,0
333,CASH_OUT,150480.57,C1500012720,0,0,C1234362859,482202.15,632682.71,0,0
333,PAYMENT,4919.06,C1546374976,107098,102178.94,M1878405352,0,0,0,0
333,PAYMENT,23551.77,C1659166084,30038,6486.23,M58899651,0,0,0,0
333,CASH_OUT,89319.88,C1256435391,749,0,C1406430602,785553.28,874873.16,0,0
333,PAYMENT,4416.41,C1058509783,49620,45203.59,M409611820,0,0,0,0
333,CASH_IN,240274.06,C670620632,1326792.26,1567066.32,C1819713585,510085.24,269811.19,0,0
333,PAYMENT,20189,C1221887083,0,0,M2002113557,0,0,0,0
333,TRANSFER,2217573.53,C1243876772,0,0,C631313915,2510731.04,4728304.57,0,0
333,CASH_OUT,107790.84,C627475915,4815.47,0,C892676336,1222494.15,1330284.99,0,0
334,PAYMENT,10753.43,C2050097732,0,0,M708482656,0,0,0,0
334,PAYMENT,11707.63,C1913664281,165,0,M381527914,0,0,0,0
334,CASH_OUT,241804.93,C1234893695,0,0,C351459674,1353681.41,1595486.34,0,0
334,CASH_OUT,164095.49,C1386059063,0,0,C282849464,829427.59,993523.09,0,0
334,TRANSFER,258202.29,C108559010,669023,410820.71,C1512067191,26007405.04,26265607.33,0,0
334,PAYMENT,7452.33,C1402488078,79853,72400.67,M982983983,0,0,0,0
334,TRANSFER,431299.22,C1557793630,0,0,C660729662,7806168.74,8237467.95,0,0
334,CASH_OUT,96895.02,C601470860,0,0,C1990066357,854747.66,951642.68,0,0
334,CASH_IN,452824.89,C626815264,7465648.4,7918473.29,C1387697269,781660.75,328835.87,0,0
334,PAYMENT,24986.88,C1683930505,73519,48532.12,M367272885,0,0,0,0
334,CASH_IN,103320.74,C454063796,105997,209317.74,C1620923542,857132.68,753811.94,0,0
334,CASH_IN,219693.31,C1719929446,8461283.72,8680977.03,C318822944,1449516.56,1229823.25,0,0
334,PAYMENT,5477.04,C13000935,16009.72,10532.69,M1491870549,0,0,0,0
334,PAYMENT,4484.57,C660083667,77201.08,72716.51,M566753648,0,0,0,0
334,PAYMENT,9777.56,C1345485906,7610,0,M564641948,0,0,0,0
334,CASH_OUT,160533.91,C1442323329,2550,0,C715631731,4639668.27,4800202.18,0,0
334,PAYMENT,18706.26,C705049491,0,0,M714615633,0,0,0,0
334,PAYMENT,1078.32,C98563535,0,0,M964306018,0,0,0,0
335,TRANSFER,863009.5,C808878726,0,0,C932004558,19964335.44,20827344.93,0,0
335,CASH_OUT,102837.12,C80671049,0,0,C1443794338,1575783.24,1678620.36,0,0
335,PAYMENT,11500.48,C177568485,0,0,M346251314,0,0,0,0
335,CASH_IN,214922.5,C1184826783,7726559.69,7941482.19,C47341490,1961743.97,1746821.47,0,0
335,CASH_IN,228649.88,C643830291,8407091.89,8635741.77,C1966718115,1549400.74,1320750.86,0,0
335,PAYMENT,3611.41,C743076270,0,0,M1343159982,0,0,0,0
335,CASH_IN,163981.28,C765104174,2507234.19,2671215.47,C999731641,354606.33,190625.06,0,0
335,PAYMENT,13017.2,C1710557563,735,0,M1755849198,0,0,0,0
335,PAYMENT,16119.39,C199436364,318690,302570.61,M155455769,0,0,0,0
335,TRANSFER,1205256.97,C627253827,0,0,C380750458,5366542.43,6571799.4,0,0
335,TRANSFER,278787.99,C1113318753,0,0,C601877126,1015401.21,1294189.2,0,0
335,PAYMENT,3528.34,C679019233,897784,894255.66,M928119722,0,0,0,0
335,CASH_OUT,118700.56,C1428317201,0,0,C2144720236,2625064.31,2743764.87,0,0
335,PAYMENT,42928.05,C1113115191,0,0,M547248991,0,0,0,0
335,CASH_OUT,3978.45,C1942789513,95474.67,91496.22,C257998515,299987.53,303965.99,0,0
335,CASH_IN,330973.14,C1813343248,75283,406256.14,C1315935384,4411671.95,4080698.81,0,0
336,TRANSFER,5074978.71,C1145165328,305470.92,0,C74969520,9625288.08,14700266.8,0,0
336,TRANSFER,1951905.92,C1272104954,0,0,C541373010,5962458.12,7914364.04,0,0
